Klein,0.026
Pratt,0.026
Briggs,0.026
Parsons,0.026
Mclaughlin,0.026
Zimmerman,0.026
French,0.026
Buchanan,0.026
Moran,0.026
Copeland,0.025
Roy,0.025
Pittman,0.025
Brady,0.025
Mccormick,0.025
Holloway,0.025
Brock,0.025
Poole,0.025
Frank,0.025
Logan,0.025
Owen,0.025
Bass,0.025
Marsh,0.025
Drake,0.025
Wong,0.025
Jefferson,0.025
Park,0.025
Morton,0.025
Abbott,0.025
Sparks,0.025
Patrick,0.024
Norton,0.024
Huff,0.024
Clayton,0.024
Massey,0.024
Lloyd,0.024
Figueroa,0.024
Carson,0.024
Bowers,0.024
Roberson,0.024
Barton,0.024
Tran,0.024
Lamb,0.024
Harrington,0.024
Casey,0.024
Boone,0.024
Cortez,0.024
Clarke,0.024
Mathis,0.024
Singleton,0.024
Wilkins,0.024
Cain,0.024
Bryan,0.024
Underwood,0.024
Hogan,0.024
Mckenzie,0.023
Collier,0.023
Luna,0.023
Phelps,0.023
Mcguire,0.023
Allison,0.023
Bridges,0.023
Wilkerson,0.023
Nash,0.023
Summers,0.023
Atkins,0.023
Wilcox,0.023
Pitts,0.023
Conley,0.023
Marquez,0.023
Burnett,0.023
Richard,0.023
Cochran,0.023
Chase,0.023
Davenport,0.023
Hood,0.023
Gates,0.023
Clay,0.023
Ayala,0.023
Sawyer,0.023
Roman,0.023
Vazquez,0.023
Dickerson,0.023
Hodge,0.022
Acosta,0.022
Flynn,0.022
Espinoza,0.022
Nicholson,0.022
Monroe,0.022
Wolf,0.022
Morrow,0.022
Kirk,0.022
Randall,0.022
Anthony,0.022
Whitaker,0.022
O'connor,0.022
Skinner,0.022
Ware,0.022
Molina,0.022
Kirby,0.022
Huffman,0.022
Bradford,0.022
Charles,0.022
Gilmore,0.022
Dominguez,0.022
O'neal,0.022
Bruce,0.022
Lang,0.021
Combs,0.021
Kramer,0.021
Heath,0.021
Hancock,0.021
Gallagher,0.021
Gaines,0.021
Shaffer,0.021
Short,0.021
Wiggins,0.021
Mathews,0.021
Mcclain,0.021
Fischer,0.021
Wall,0.021
Small,0.021
Melton,0.021
Hensley,0.021
Bond,0.021
Dyer,0.021
Cameron,0.021
Grimes,0.021
Contreras,0.021
Christian,0.021
Wyatt,0.021
Baxter,0.021
Snow,0.021
Mosley,0.021
Shepherd,0.021
Larsen,0.021
Hoover,0.021
Beasley,0.02
Glenn,0.02
Petersen,0.02
Whitehead,0.02
Meyers,0.02
Keith,0.02
Garrison,0.02
Vincent,0.02
Shields,0.02
Horn,0.02
Savage,0.02
Olsen,0.02
Schroeder,0.02
Hartman,0.02
Woodard,0.02
Mueller,0.02
Kemp,0.02
Deleon,0.02
Booth,0.02
Patel,0.02
Calhoun,0.02
Wiley,0.02
Eaton,0.02
Cline,0.02
Navarro,0.02
Harrell,0.02
Lester,0.02
Humphrey,0.02
Parrish,0.02
Duran,0.02
Hutchinson,0.02
Hess,0.02
Dorsey,0.02
Bullock,0.02
Robles,0.02
Beard,0.019
Dalton,0.019
Avila,0.019
Vance,0.019
Rich,0.019
Blackwell,0.019
York,0.019
Johns,0.019
Blankenship,0.019
Trevino,0.019
Salinas,0.019
Campos,0.019
Pruitt,0.019
Moses,0.019
Callahan,0.019
Golden,0.019
Montoya,0.019
Hardin,0.019
Guerra,0.019
Mcdowell,0.019
Carey,0.019
Stafford,0.019
Gallegos,0.019
Henson,0.019
Wilkinson,0.019
Booker,0.019
Merritt,0.019
Miranda,0.019
Atkinson,0.019
Orr,0.019
Decker,0.019
Hobbs,0.019
Preston,0.019
Tanner,0.019
Knox,0.019
Pacheco,0.019
Stephenson,0.018
Glass,0.018
Rojas,0.018
Serrano,0.018
Marks,0.018
Hickman,0.018
English,0.018
Sweeney,0.018
Strong,0.018
Prince,0.018
Mcclure,0.018
Conway,0.018
Walter,0.018
Roth,0.018
Maynard,0.018
Farrell,0.018
Lowery,0.018
Hurst,0.018
Nixon,0.018
Weiss,0.018
Trujillo,0.018
Ellison,0.018
Sloan,0.018
Juarez,0.018
Winters,0.018
Mclean,0.018
Randolph,0.018
Leon,0.018
Boyer,0.018
Villarreal,0.018
Mccall,0.018
Gentry,0.018
Carrillo,0.017
Kent,0.017
Ayers,0.017
Lara,0.017
Shannon,0.017
Sexton,0.017
Pace,0.017
Hull,0.017
Leblanc,0.017
Browning,0.017
Velasquez,0.017
Leach,0.017
Chang,0.017
House,0.017
Sellers,0.017
Herring,0.017
Noble,0.017
Foley,0.017
Bartlett,0.017
Mercado,0.017
Landry,0.017
Durham,0.017
Walls,0.017
Barr,0.017
Mckee,0.017
Bauer,0.017
Rivers,0.017
Everett,0.017
Bradshaw,0.017
Pugh,0.017
Velez,0.017
Rush,0.017
Estes,0.017
Dodson,0.017
Morse,0.017
Sheppard,0.017
Weeks,0.017
Camacho,0.017
Bean,0.017
Barron,0.017
Livingston,0.017
Middleton,0.016
Spears,0.016
Branch,0.016
Blevins,0.016
Chen,0.016
Kerr,0.016
Mcconnell,0.016
Hatfield,0.016
Harding,0.016
Ashley,0.016
Solis,0.016
Herman,0.016
Frost,0.016
Giles,0.016
Blackburn,0.016
William,0.016
Pennington,0.016
Woodward,0.016
Finley,0.016
Mcintosh,0.016
Koch,0.016
Best,0.016
Solomon,0.016
Mccullough,0.016
Dudley,0.016
Nolan,0.016
Blanchard,0.016
Rivas,0.016
Brennan,0.016
Mejia,0.016
Kane,0.016
Benton,0.016
Joyce,0.016
Buckley,0.016
Haley,0.016
Valentine,0.016
Maddox,0.016
Russo,0.016
Mcknight,0.016
Buck,0.016
Moon,0.016
Mcmillan,0.016
Crosby,0.016
Berg,0.016
Dotson,0.016
Mays,0.016
Roach,0.016
Church,0.016
Chan,0.016
Richmond,0.016
Meadows,0.016
Faulkner,0.016
O'neill,0.016
Knapp,0.016
Kline,0.015
Barry,0.015
Ochoa,0.015
Jacobson,0.015
Gay,0.015
Avery,0.015
Hendricks,0.015
Horne,0.015
Shepard,0.015
Hebert,0.015
Cherry,0.015
Cardenas,0.015
Mcintyre,0.015
Whitney,0.015
Waller,0.015
Holman,0.015
Donaldson,0.015
Cantu,0.015
Terrell,0.015
Morin,0.015
Gillespie,0.015
Fuentes,0.015
Tillman,0.015
Sanford,0.015
Bentley,0.015
Peck,0.015
Key,0.015
Salas,0.015
Rollins,0.015
Gamble,0.015
Dickson,0.015
Battle,0.015
Santana,0.015
Cabrera,0.015
Cervantes,0.015
Howe,0.015
Hinton,0.015
Hurley,0.015
Spence,0.015
Zamora,0.015
Yang,0.015
Mcneil,0.015
Suarez,0.015
Case,0.015
Petty,0.015
Gould,0.015
Mcfarland,0.015
Sampson,0.015
Carver,0.015
Bray,0.015
Rosario,0.015
Macdonald,0.015
Stout,0.015
Hester,0.015
Melendez,0.015
Dillon,0.015
Farley,0.015
Hopper,0.015
Galloway,0.015
Potts,0.015
Bernard,0.015
Joyner,0.014
Stein,0.014
Aguirre,0.014
Osborn,0.014
Mercer,0.014
Bender,0.014
Franco,0.014
Rowland,0.014
Sykes,0.014
Benjamin,0.014
Travis,0.014
Pickett,0.014
Crane,0.014
Sears,0.014
Mayo,0.014
Dunlap,0.014
Hayden,0.014
Wilder,0.014
Mckay,0.014
Coffey,0.014
Mccarty,0.014
Ewing,0.014
Cooley,0.014
Vaughan,0.014
Bonner,0.014
Cotton,0.014
Holder,0.014
Stark,0.014
Ferrell,0.014
Cantrell,0.014
Fulton,0.014
Lynn,0.014
Lott,0.014
Calderon,0.014
Rosa,0.014
Pollard,0.014
Hooper,0.014
Burch,0.014
Mullen,0.014
Fry,0.014
Riddle,0.014
Levy,0.014
David,0.014
Duke,0.014
O'donnell,0.014
Guy,0.014
Michael,0.014
Britt,0.014
Frederick,0.014
Daugherty,0.014
Berger,0.014
Dillard,0.014
Alston,0.014
Jarvis,0.014
Frye,0.014
Riggs,0.014
Chaney,0.014
Odom,0.013
Duffy,0.013
Fitzpatrick,0.013
Valenzuela,0.013
Merrill,0.013
Mayer,0.013
Alford,0.013
Mcpherson,0.013
Acevedo,0.013
Donovan,0.013
Barrera,0.013
Albert,0.013
Cote,0.013
Reilly,0.013
Compton,0.013
Raymond,0.013
Mooney,0.013
Mcgowan,0.013
Craft,0.013
Cleveland,0.013
Clemons,0.013
Wynn,0.013
Nielsen,0.013
Baird,0.013
Stanton,0.013
Snider,0.013
Rosales,0.013
Bright,0.013
Witt,0.013
Stuart,0.013
Hays,0.013
Holden,0.013
Rutledge,0.013
Kinney,0.013
Clements,0.013
Castaneda,0.013
Slater,0.013
Hahn,0.013
Emerson,0.013
Conrad,0.013
Burks,0.013
Delaney,0.013
Pate,0.013
Lancaster,0.013
Sweet,0.013
Justice,0.013
Tyson,0.013
Sharpe,0.013
Whitfield,0.013
Talley,0.013
Macias,0.013
Irwin,0.013
Burris,0.013
Ratliff,0.013
Mccray,0.013
Madden,0.013
Kaufman,0.013
Beach,0.013
Goff,0.013
Cash,0.013
Bolton,0.013
Mcfadden,0.013
Levine,0.013
Good,0.013
Byers,0.013
Kirkland,0.013
Kidd,0.013
Workman,0.013
Carney,0.013
Dale,0.013
Mcleod,0.013
Holcomb,0.013
England,0.013
Finch,0.013
Head,0.012
Burt,0.012
Hendrix,0.012
Sosa,0.012
Haney,0.012
Franks,0.012
Sargent,0.012
Nieves,0.012
Downs,0.012
Rasmussen,0.012
Bird,0.012
Hewitt,0.012
Lindsay,0.012
Le,0.012
Foreman,0.012
Valencia,0.012
O'neil,0.012
Delacruz,0.012
Vinson,0.012
Dejesus,0.012
Hyde,0.012
Forbes,0.012
Gilliam,0.012
Guthrie,0.012
Wooten,0.012
Huber,0.012
Barlow,0.012
Boyle,0.012
Mcmahon,0.012
Buckner,0.012
Rocha,0.012
Puckett,0.012
Langley,0.012
Knowles,0.012
Cooke,0.012
Velazquez,0.012
Whitley,0.012
Noel,0.012
Vang,0.012
